property name,property location,property type,property circle rate /100 sqm,property circle_rates per sq feet,property plot_area,property far,property built up area,property age,property Multi_factor,property_construction_cost,property valuation,presumed annual rent by valuation method,property_class,presumed annual rent per feet,presumed annual rent by built up method,presumed annual rent for annual rateable value calculation,annual rateable value,property_tax
kyojb,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,11,0.8,1100,2183870.2,109193.51,2,40.0,88000.0,88000.0,79200.0,2772.0
pnptg,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,11,0.8,1300,2535870.2,126793.51,2,40.0,88000.0,88000.0,79200.0,2772.0
lulmx,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,16,0.7,700,1325870.2,66293.51,2,40.0,88000.0,66293.51,59664.16,2088.25
bsqhm,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,16,0.7,1000,1787870.2,89393.51,2,40.0,88000.0,88000.0,79200.0,2772.0
hmrfz,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,16,0.7,1100,1941870.2,97093.51,2,40.0,88000.0,88000.0,79200.0,2772.0
obokk,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,16,0.7,1300,2249870.2,112493.51,2,40.0,88000.0,88000.0,79200.0,2772.0
pxusn,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,21,0.6,700,1171870.2,58593.51,2,40.0,88000.0,58593.51,52734.16,1845.7
vmfui,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,21,0.6,1000,1567870.2,78393.51,2,40.0,88000.0,78393.51,70554.16,2469.4
wrzns,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,21,0.6,1100,1699870.2,84993.51,2,40.0,88000.0,84993.51,76494.16,2677.3
hjrqt,ringanwada,residential,121275,112.67,2200.0,1.0,2200.0,21,0.6,1300,1963870.2,98193.51,2,40.0,88000.0,88000.0,79200.0,2772.0
jeesr,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,1,1,700,2118715.74,105935.79,1,120.0,264000.0,105935.79,95342.21,5243.82
kypzk,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,1,1,1000,2778715.74,138935.79,1,120.0,264000.0,138935.79,125042.21,6877.32
yahto,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,1,1,1100,2998715.74,149935.79,1,120.0,264000.0,149935.79,134942.21,7421.82
nfomr,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,1,1,1300,3438715.74,171935.79,1,120.0,264000.0,171935.79,154742.21,8510.82
fsxfm,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,6,0.9,700,1964715.74,98235.79,1,120.0,264000.0,98235.79,88412.21,4862.67
gpwdi,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,6,0.9,1000,2558715.74,127935.79,1,120.0,264000.0,127935.79,115142.21,6332.82
wxjij,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,6,0.9,1100,2756715.74,137835.79,1,120.0,264000.0,137835.79,124052.21,6822.87
szemz,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,6,0.9,1300,3152715.74,157635.79,1,120.0,264000.0,157635.79,141872.21,7802.97
dgeda,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,11,0.8,700,1810715.74,90535.79,1,120.0,264000.0,90535.79,81482.21,4481.52
lvcpy,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,11,0.8,1000,2338715.74,116935.79,1,120.0,264000.0,116935.79,105242.21,5788.32
wgdxv,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,11,0.8,1100,2514715.74,125735.79,1,120.0,264000.0,125735.79,113162.21,6223.92
cdeql,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,11,0.8,1300,2866715.74,143335.79,1,120.0,264000.0,143335.79,129002.21,7095.12
pweiv,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,16,0.7,700,1656715.74,82835.79,1,120.0,264000.0,82835.79,74552.21,4100.37
fszsv,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,16,0.7,1000,2118715.74,105935.79,1,120.0,264000.0,105935.79,95342.21,5243.82
ticln,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,16,0.7,1100,2272715.74,113635.79,1,120.0,264000.0,113635.79,102272.21,5624.97
ivuge,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,16,0.7,1300,2580715.74,129035.79,1,120.0,264000.0,129035.79,116132.21,6387.27
eodjf,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,21,0.6,700,1502715.74,75135.79,1,120.0,264000.0,75135.79,67622.21,3719.22
fdcwn,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,21,0.6,1000,1898715.74,94935.79,1,120.0,264000.0,94935.79,85442.21,4699.32
abjjz,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,21,0.6,1100,2030715.74,101535.79,1,120.0,264000.0,101535.79,91382.21,5026.02
ucwmu,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,21,0.6,1300,2294715.74,114735.79,1,120.0,264000.0,114735.79,103262.21,5679.42
wqowk,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,1,1,700,2118715.74,105935.79,2,60.0,132000.0,105935.79,95342.21,5243.82
ibuop,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,1,1,1000,2778715.74,138935.79,2,60.0,132000.0,132000.0,118800.0,6534.0
fudjd,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,1,1,1100,2998715.74,149935.79,2,60.0,132000.0,132000.0,118800.0,6534.0
ufyes,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,1,1,1300,3438715.74,171935.79,2,60.0,132000.0,132000.0,118800.0,6534.0
buxqs,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,6,0.9,700,1964715.74,98235.79,2,60.0,132000.0,98235.79,88412.21,4862.67
nrbfd,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,6,0.9,1000,2558715.74,127935.79,2,60.0,132000.0,127935.79,115142.21,6332.82
diyqz,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,6,0.9,1100,2756715.74,137835.79,2,60.0,132000.0,132000.0,118800.0,6534.0
jmvsi,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,6,0.9,1300,3152715.74,157635.79,2,60.0,132000.0,132000.0,118800.0,6534.0
dbhug,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,11,0.8,700,1810715.74,90535.79,2,60.0,132000.0,90535.79,81482.21,4481.52
kzpbe,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,11,0.8,1000,2338715.74,116935.79,2,60.0,132000.0,116935.79,105242.21,5788.32
iummu,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,11,0.8,1100,2514715.74,125735.79,2,60.0,132000.0,125735.79,113162.21,6223.92
kartn,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,11,0.8,1300,2866715.74,143335.79,2,60.0,132000.0,132000.0,118800.0,6534.0
zheke,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,16,0.7,700,1656715.74,82835.79,2,60.0,132000.0,82835.79,74552.21,4100.37
qakon,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,16,0.7,1000,2118715.74,105935.79,2,60.0,132000.0,105935.79,95342.21,5243.82
vqohj,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,16,0.7,1100,2272715.74,113635.79,2,60.0,132000.0,113635.79,102272.21,5624.97
kjmso,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,16,0.7,1300,2580715.74,129035.79,2,60.0,132000.0,129035.79,116132.21,6387.27
vpjvc,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,21,0.6,700,1502715.74,75135.79,2,60.0,132000.0,75135.79,67622.21,3719.22
xbwdr,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,21,0.6,1000,1898715.74,94935.79,2,60.0,132000.0,94935.79,85442.21,4699.32
bzies,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,21,0.6,1100,2030715.74,101535.79,2,60.0,132000.0,101535.79,91382.21,5026.02
uoajb,ringanwada,commercial,283147.2,263.05,2200.0,1.0,2200.0,21,0.6,1300,2294715.74,114735.79,2,60.0,132000.0,114735.79,103262.21,5679.42
jggay,kachigam,residential,121275,112.67,200.0,0.5,100.0,1,1,700,92533.65,4626.68,1,80.0,8000.0,4626.68,4164.01,145.74
amqzg,kachigam,residential,121275,112.67,200.0,0.5,100.0,1,1,1000,122533.65,6126.68,1,80.0,8000.0,6126.68,5514.01,192.99
kfaid,kachigam,residential,121275,112.67,200.0,0.5,100.0,1,1,1100,132533.65,6626.68,1,80.0,8000.0,6626.68,5964.01,208.74
iokzy,kachigam,residential,121275,112.67,200.0,0.5,100.0,1,1,1300,152533.65,7626.68,1,80.0,8000.0,7626.68,6864.01,240.24
mgcwa,kachigam,residential,121275,112.67,200.0,0.5,100.0,6,0.9,700,85533.65,4276.68,1,80.0,8000.0,4276.68,3849.01,134.72
eicgz,kachigam,residential,121275,112.67,200.0,0.5,100.0,6,0.9,1000,112533.65,5626.68,1,80.0,8000.0,5626.68,5064.01,177.24
rfvgh,kachigam,residential,121275,112.67,200.0,0.5,100.0,6,0.9,1100,121533.65,6076.68,1,80.0,8000.0,6076.68,5469.01,191.42
hwkqh,kachigam,residential,121275,112.67,200.0,0.5,100.0,6,0.9,1300,139533.65,6976.68,1,80.0,8000.0,6976.68,6279.01,219.77
xjeek,kachigam,residential,121275,112.67,200.0,0.5,100.0,11,0.8,700,78533.65,3926.68,1,80.0,8000.0,3926.68,3534.01,123.69
rtmif,kachigam,residential,121275,112.67,200.0,0.5,100.0,11,0.8,1000,102533.65,5126.68,1,80.0,8000.0,5126.68,4614.01,161.49
qmyny,kachigam,residential,121275,112.67,200.0,0.5,100.0,11,0.8,1100,110533.65,5526.68,1,80.0,8000.0,5526.68,4974.01,174.09
nkpxt,kachigam,residential,121275,112.67,200.0,0.5,100.0,11,0.8,1300,126533.65,6326.68,1,80.0,8000.0,6326.68,5694.01,199.29
vxxlc,kachigam,residential,121275,112.67,200.0,0.5,100.0,16,0.7,700,71533.65,3576.68,1,80.0,8000.0,3576.68,3219.01,112.67
otlyc,kachigam,residential,121275,112.67,200.0,0.5,100.0,16,0.7,1000,92533.65,4626.68,1,80.0,8000.0,4626.68,4164.01,145.74
dkqvp,kachigam,residential,121275,112.67,200.0,0.5,100.0,16,0.7,1100,99533.65,4976.68,1,80.0,8000.0,4976.68,4479.01,156.77
yecxd,kachigam,residential,121275,112.67,200.0,0.5,100.0,16,0.7,1300,113533.65,5676.68,1,80.0,8000.0,5676.68,5109.01,178.82
dzxui,kachigam,residential,121275,112.67,200.0,0.5,100.0,21,0.6,700,64533.65,3226.68,1,80.0,8000.0,3226.68,2904.01,101.64
ufxid,kachigam,residential,121275,112.67,200.0,0.5,100.0,21,0.6,1000,82533.65,4126.68,1,80.0,8000.0,4126.68,3714.01,129.99
witio,kachigam,residential,121275,112.67,200.0,0.5,100.0,21,0.6,1100,88533.65,4426.68,1,80.0,8000.0,4426.68,3984.01,139.44
lkjsu,kachigam,residential,121275,112.67,200.0,0.5,100.0,21,0.6,1300,100533.65,5026.68,1,80.0,8000.0,5026.68,4524.01,158.34
jqgvd,kachigam,residential,121275,112.67,200.0,0.5,100.0,1,1,700,92533.65,4626.68,2,40.0,4000.0,4000.0,3600.0,126.0
ycdns,kachigam,residential,121275,112.67,200.0,0.5,100.0,1,1,1000,122533.65,6126.68,2,40.0,4000.0,4000.0,3600.0,126.0
lcrqu,kachigam,residential,121275,112.67,200.0,0.5,100.0,1,1,1100,132533.65,6626.68,2,40.0,4000.0,4000.0,3600.0,126.0
mquub,kachigam,residential,121275,112.67,200.0,0.5,100.0,1,1,1300,152533.65,7626.68,2,40.0,4000.0,4000.0,3600.0,126.0
brcxn,kachigam,residential,121275,112.67,200.0,0.5,100.0,6,0.9,700,85533.65,4276.68,2,40.0,4000.0,4000.0,3600.0,126.0
vgamf,kachigam,residential,121275,112.67,200.0,0.5,100.0,6,0.9,1000,112533.65,5626.68,2,40.0,4000.0,4000.0,3600.0,126.0
rodzo,kachigam,residential,121275,112.67,200.0,0.5,100.0,6,0.9,1100,121533.65,6076.68,2,40.0,4000.0,4000.0,3600.0,126.0
kmmqc,kachigam,residential,121275,112.67,200.0,0.5,100.0,6,0.9,1300,139533.65,6976.68,2,40.0,4000.0,4000.0,3600.0,126.0
lrmov,kachigam,residential,121275,112.67,200.0,0.5,100.0,11,0.8,700,78533.65,3926.68,2,40.0,4000.0,3926.68,3534.01,123.69
bftqg,kachigam,residential,121275,112.67,200.0,0.5,100.0,11,0.8,1000,102533.65,5126.68,2,40.0,4000.0,4000.0,3600.0,126.0
ezzzp,kachigam,residential,121275,112.67,200.0,0.5,100.0,11,0.8,1100,110533.65,5526.68,2,40.0,4000.0,4000.0,3600.0,126.0
csiye,kachigam,residential,121275,112.67,200.0,0.5,100.0,11,0.8,1300,126533.65,6326.68,2,40.0,4000.0,4000.0,3600.0,126.0
bytas,kachigam,residential,121275,112.67,200.0,0.5,100.0,16,0.7,700,71533.65,3576.68,2,40.0,4000.0,3576.68,3219.01,112.67
ndqwq,kachigam,residential,121275,112.67,200.0,0.5,100.0,16,0.7,1000,92533.65,4626.68,2,40.0,4000.0,4000.0,3600.0,126.0
fncgi,kachigam,residential,121275,112.67,200.0,0.5,100.0,16,0.7,1100,99533.65,4976.68,2,40.0,4000.0,4000.0,3600.0,126.0
rtjay,kachigam,residential,121275,112.67,200.0,0.5,100.0,16,0.7,1300,113533.65,5676.68,2,40.0,4000.0,4000.0,3600.0,126.0
okyjf,kachigam,residential,121275,112.67,200.0,0.5,100.0,21,0.6,700,64533.65,3226.68,2,40.0,4000.0,3226.68,2904.01,101.64
jpgpv,kachigam,residential,121275,112.67,200.0,0.5,100.0,21,0.6,1000,82533.65,4126.68,2,40.0,4000.0,4000.0,3600.0,126.0
xwddg,kachigam,residential,121275,112.67,200.0,0.5,100.0,21,0.6,1100,88533.65,4426.68,2,40.0,4000.0,4000.0,3600.0,126.0
efzvb,kachigam,residential,121275,112.67,200.0,0.5,100.0,21,0.6,1300,100533.65,5026.68,2,40.0,4000.0,4000.0,3600.0,126.0
vpbta,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,1,1,700,122610.52,6130.53,1,120.0,12000.0,6130.53,5517.47,303.46
wthfz,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,1,1,1000,152610.52,7630.53,1,120.0,12000.0,7630.53,6867.47,377.71
fbsgg,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,1,1,1100,162610.52,8130.53,1,120.0,12000.0,8130.53,7317.47,402.46
tyfss,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,1,1,1300,182610.52,9130.53,1,120.0,12000.0,9130.53,8217.47,451.96
muxzn,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,6,0.9,700,115610.52,5780.53,1,120.0,12000.0,5780.53,5202.47,286.14
aonly,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,6,0.9,1000,142610.52,7130.53,1,120.0,12000.0,7130.53,6417.47,352.96
gogjm,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,6,0.9,1100,151610.52,7580.53,1,120.0,12000.0,7580.53,6822.47,375.24
pvmhx,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,6,0.9,1300,169610.52,8480.53,1,120.0,12000.0,8480.53,7632.47,419.79
fwnrw,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,11,0.8,700,108610.52,5430.53,1,120.0,12000.0,5430.53,4887.47,268.81
fnqpo,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,11,0.8,1000,132610.52,6630.53,1,120.0,12000.0,6630.53,5967.47,328.21
whclh,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,11,0.8,1100,140610.52,7030.53,1,120.0,12000.0,7030.53,6327.47,348.01
dqvpv,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,11,0.8,1300,156610.52,7830.53,1,120.0,12000.0,7830.53,7047.47,387.61
umcrx,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,16,0.7,700,101610.52,5080.53,1,120.0,12000.0,5080.53,4572.47,251.49
jljwg,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,16,0.7,1000,122610.52,6130.53,1,120.0,12000.0,6130.53,5517.47,303.46
zommb,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,16,0.7,1100,129610.52,6480.53,1,120.0,12000.0,6480.53,5832.47,320.79
yldzy,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,16,0.7,1300,143610.52,7180.53,1,120.0,12000.0,7180.53,6462.47,355.44
ugfmb,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,21,0.6,700,94610.52,4730.53,1,120.0,12000.0,4730.53,4257.47,234.16
tkmmy,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,21,0.6,1000,112610.52,5630.53,1,120.0,12000.0,5630.53,5067.47,278.71
wmshd,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,21,0.6,1100,118610.52,5930.53,1,120.0,12000.0,5930.53,5337.47,293.56
lmumq,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,21,0.6,1300,130610.52,6530.53,1,120.0,12000.0,6530.53,5877.47,323.26
vnkdj,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,1,1,700,122610.52,6130.53,2,60.0,6000.0,6000.0,5400.0,297.0
lfhvb,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,1,1,1000,152610.52,7630.53,2,60.0,6000.0,6000.0,5400.0,297.0
tslqh,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,1,1,1100,162610.52,8130.53,2,60.0,6000.0,6000.0,5400.0,297.0
acwwc,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,1,1,1300,182610.52,9130.53,2,60.0,6000.0,6000.0,5400.0,297.0
pheqi,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,6,0.9,700,115610.52,5780.53,2,60.0,6000.0,5780.53,5202.47,286.14
klhvi,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,6,0.9,1000,142610.52,7130.53,2,60.0,6000.0,6000.0,5400.0,297.0
oegxs,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,6,0.9,1100,151610.52,7580.53,2,60.0,6000.0,6000.0,5400.0,297.0
lltsw,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,6,0.9,1300,169610.52,8480.53,2,60.0,6000.0,6000.0,5400.0,297.0
kvcui,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,11,0.8,700,108610.52,5430.53,2,60.0,6000.0,5430.53,4887.47,268.81
guegt,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,11,0.8,1000,132610.52,6630.53,2,60.0,6000.0,6000.0,5400.0,297.0
ynspi,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,11,0.8,1100,140610.52,7030.53,2,60.0,6000.0,6000.0,5400.0,297.0
tpgsd,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,11,0.8,1300,156610.52,7830.53,2,60.0,6000.0,6000.0,5400.0,297.0
elivs,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,16,0.7,700,101610.52,5080.53,2,60.0,6000.0,5080.53,4572.47,251.49
wmwqa,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,16,0.7,1000,122610.52,6130.53,2,60.0,6000.0,6000.0,5400.0,297.0
gglpg,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,16,0.7,1100,129610.52,6480.53,2,60.0,6000.0,6000.0,5400.0,297.0
stjlb,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,16,0.7,1300,143610.52,7180.53,2,60.0,6000.0,6000.0,5400.0,297.0
hdpjv,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,21,0.6,700,94610.52,4730.53,2,60.0,6000.0,4730.53,4257.47,234.16
mfafj,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,21,0.6,1000,112610.52,5630.53,2,60.0,6000.0,5630.53,5067.47,278.71
goenv,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,21,0.6,1100,118610.52,5930.53,2,60.0,6000.0,5930.53,5337.47,293.56
eapoq,kachigam,commercial,283147.2,263.05,200.0,0.5,100.0,21,0.6,1300,130610.52,6530.53,2,60.0,6000.0,6000.0,5400.0,297.0
cdaxy,kachigam,residential,121275,112.67,200.0,0.75,150.0,1,1,700,127533.65,6376.68,1,80.0,12000.0,6376.68,5739.01,200.87
hkbga,kachigam,residential,121275,112.67,200.0,0.75,150.0,1,1,1000,172533.65,8626.68,1,80.0,12000.0,8626.68,7764.01,271.74
rneqf,kachigam,residential,121275,112.67,200.0,0.75,150.0,1,1,1100,187533.65,9376.68,1,80.0,12000.0,9376.68,8439.01,295.37
ymgzs,kachigam,residential,121275,112.67,200.0,0.75,150.0,1,1,1300,217533.65,10876.68,1,80.0,12000.0,10876.68,9789.01,342.62
ezmez,kachigam,residential,121275,112.67,200.0,0.75,150.0,6,0.9,700,117033.65,5851.68,1,80.0,12000.0,5851.68,5266.51,184.33
jnltd,kachigam,residential,121275,112.67,200.0,0.75,150.0,6,0.9,1000,157533.65,7876.68,1,80.0,12000.0,7876.68,7089.01,248.12
gqwep,kachigam,residential,121275,112.67,200.0,0.75,150.0,6,0.9,1100,171033.65,8551.68,1,80.0,12000.0,8551.68,7696.51,269.38
siauf,kachigam,residential,121275,112.67,200.0,0.75,150.0,6,0.9,1300,198033.65,9901.68,1,80.0,12000.0,9901.68,8911.51,311.9
krand,kachigam,residential,121275,112.67,200.0,0.75,150.0,11,0.8,700,106533.65,5326.68,1,80.0,12000.0,5326.68,4794.01,167.79
fbaoz,kachigam,residential,121275,112.67,200.0,0.75,150.0,11,0.8,1000,142533.65,7126.68,1,80.0,12000.0,7126.68,6414.01,224.49
nhfae,kachigam,residential,121275,112.67,200.0,0.75,150.0,11,0.8,1100,154533.65,7726.68,1,80.0,12000.0,7726.68,6954.01,243.39
unvmg,kachigam,residential,121275,112.67,200.0,0.75,150.0,11,0.8,1300,178533.65,8926.68,1,80.0,12000.0,8926.68,8034.01,281.19
yotin,kachigam,residential,121275,112.67,200.0,0.75,150.0,16,0.7,700,96033.65,4801.68,1,80.0,12000.0,4801.68,4321.51,151.25
eexry,kachigam,residential,121275,112.67,200.0,0.75,150.0,16,0.7,1000,127533.65,6376.68,1,80.0,12000.0,6376.68,5739.01,200.87
egzak,kachigam,residential,121275,112.67,200.0,0.75,150.0,16,0.7,1100,138033.65,6901.68,1,80.0,12000.0,6901.68,6211.51,217.4
jqmgt,kachigam,residential,121275,112.67,200.0,0.75,150.0,16,0.7,1300,159033.65,7951.68,1,80.0,12000.0,7951.68,7156.51,250.48
gwpwx,kachigam,residential,121275,112.67,200.0,0.75,150.0,21,0.6,700,85533.65,4276.68,1,80.0,12000.0,4276.68,3849.01,134.72
lrtvm,kachigam,residential,121275,112.67,200.0,0.75,150.0,21,0.6,1000,112533.65,5626.68,1,80.0,12000.0,5626.68,5064.01,177.24
zvrer,kachigam,residential,121275,112.67,200.0,0.75,150.0,21,0.6,1100,121533.65,6076.68,1,80.0,12000.0,6076.68,5469.01,191.42
koitn,kachigam,residential,121275,112.67,200.0,0.75,150.0,21,0.6,1300,139533.65,6976.68,1,80.0,12000.0,6976.68,6279.01,219.77
duwak,kachigam,residential,121275,112.67,200.0,0.75,150.0,1,1,700,127533.65,6376.68,2,40.0,6000.0,6000.0,5400.0,189.0
xabtm,kachigam,residential,121275,112.67,200.0,0.75,150.0,1,1,1000,172533.65,8626.68,2,40.0,6000.0,6000.0,5400.0,189.0
jvddo,kachigam,residential,121275,112.67,200.0,0.75,150.0,1,1,1100,187533.65,9376.68,2,40.0,6000.0,6000.0,5400.0,189.0
cdyvf,kachigam,residential,121275,112.67,200.0,0.75,150.0,1,1,1300,217533.65,10876.68,2,40.0,6000.0,6000.0,5400.0,189.0
zluls,kachigam,residential,121275,112.67,200.0,0.75,150.0,6,0.9,700,117033.65,5851.68,2,40.0,6000.0,5851.68,5266.51,184.33
kghvd,kachigam,residential,121275,112.67,200.0,0.75,150.0,6,0.9,1000,157533.65,7876.68,2,40.0,6000.0,6000.0,5400.0,189.0
rxbuf,kachigam,residential,121275,112.67,200.0,0.75,150.0,6,0.9,1100,171033.65,8551.68,2,40.0,6000.0,6000.0,5400.0,189.0
pkjlt,kachigam,residential,121275,112.67,200.0,0.75,150.0,6,0.9,1300,198033.65,9901.68,2,40.0,6000.0,6000.0,5400.0,189.0
rlieq,kachigam,residential,121275,112.67,200.0,0.75,150.0,11,0.8,700,106533.65,5326.68,2,40.0,6000.0,5326.68,4794.01,167.79
ncxfc,kachigam,residential,121275,112.67,200.0,0.75,150.0,11,0.8,1000,142533.65,7126.68,2,40.0,6000.0,6000.0,5400.0,189.0
cmojp,kachigam,residential,121275,112.67,200.0,0.75,150.0,11,0.8,1100,154533.65,7726.68,2,40.0,6000.0,6000.0,5400.0,189.0
xysvb,kachigam,residential,121275,112.67,200.0,0.75,150.0,11,0.8,1300,178533.65,8926.68,2,40.0,6000.0,6000.0,5400.0,189.0
daeno,kachigam,residential,121275,112.67,200.0,0.75,150.0,16,0.7,700,96033.65,4801.68,2,40.0,6000.0,4801.68,4321.51,151.25
lokbv,kachigam,residential,121275,112.67,200.0,0.75,150.0,16,0.7,1000,127533.65,6376.68,2,40.0,6000.0,6000.0,5400.0,189.0
acqrq,kachigam,residential,121275,112.67,200.0,0.75,150.0,16,0.7,1100,138033.65,6901.68,2,40.0,6000.0,6000.0,5400.0,189.0
gesna,kachigam,residential,121275,112.67,200.0,0.75,150.0,16,0.7,1300,159033.65,7951.68,2,40.0,6000.0,6000.0,5400.0,189.0
lncqw,kachigam,residential,121275,112.67,200.0,0.75,150.0,21,0.6,700,85533.65,4276.68,2,40.0,6000.0,4276.68,3849.01,134.72
dohnh,kachigam,residential,121275,112.67,200.0,0.75,150.0,21,0.6,1000,112533.65,5626.68,2,40.0,6000.0,5626.68,5064.01,177.24
hlbbx,kachigam,residential,121275,112.67,200.0,0.75,150.0,21,0.6,1100,121533.65,6076.68,2,40.0,6000.0,6000.0,5400.0,189.0
xbarh,kachigam,residential,121275,112.67,200.0,0.75,150.0,21,0.6,1300,139533.65,6976.68,2,40.0,6000.0,6000.0,5400.0,189.0
snnti,kachigam,commercial,283147.2,263.05,200.0,0.75,150.0,1,1,700,157610.52,7880.53,1,120.0,18000.0,7880.53,7092.47,390.09
nzwdo,kachigam,commercial,283147.2,263.05,200.0,0.75,150.0,1,1,1000,202610.52,10130.53,1,120.0,18000.0,10130.53,9117.47,501.46
njbtx,kachigam,commercial,283147.2,263.05,200.0,0.75,150.0,1,1,1100,217610.52,10880.53,1,120.0,18000.0,10880.53,9792.47,538.59
paaeb,kachigam,commercial,283147.2,263.05,200.0,0.75,150.0,1,1,1300,247610.52,12380.53,1,120.0,18000.0,12380.53,11142.47,612.84
bbscf,kachigam,commercial,283147.2,263.05,200.0,0.75,150.0,6,0.9,700,147110.52,7355.53,1,120.0,18000.0,7355.53,6619.97,364.1
kcwms,kachigam,commercial,283147.2,263.05,200.0,0.75,150.0,6,0.9,1000,187610.52,9380.53,1,120.0,18000.0,9380.53,8442.47,464.34
